#timestamp|X|Y|item_name>weight
1518048903.9|1344|896
1518048903.9|1338|890
1518048903.9|1336|886
1518048903.92|1344|887
1518048903.93|1342|892
1518048903.97|1349|897
1518048903.98|1352|911
1518048904.0|1322|919
1518048904.01|1331|916
1518048904.04|1338|906
1518048904.06|1333|905
1518048904.08|1331|909
1518048904.09|1324|901
1518048904.11|1324|899
1518048904.11|1324|904
1518048904.14|1384|838
1518048904.15|1384|838
1518048904.17|1339|898
1518048904.17|1342|897
1518048904.19|1319|919
1518048904.2|1300|928
1518048904.22|1289|929
1518048904.23|1288|928
1518048904.25|1301|910
1518048904.26|1322|904
1518048904.28|1323|909
1518048904.29|1319|915
1518048904.33|1324|902
1518048904.34|1299|917
1518048904.35|1294|915|MCHC>2.60001890185e-85
1518048904.37|1297|910
1518048904.39|1316|911
1518048904.4|1324|905
1518048904.41|1303|920
1518048904.43|1312|918
1518048904.45|1310|908
1518048904.48|1319|906
1518048904.49|1318|910
1518048904.5|1324|916
1518048904.54|1335|916
1518048904.55|1332|915
1518048904.57|1311|914
1518048904.58|1326|917
1518048904.59|1342|909
1518048904.59|1311|929
1518048904.63|1311|931
1518048904.65|1298|934
1518048904.69|1301|929
1518048904.69|1305|924
1518048904.7|1315|926
1518048904.7|1295|928
1518048904.72|1293|929
1518048904.73|1290|928
1518048904.75|1287|929
1518048904.8|1286|925
1518048904.82|1289|935
1518048904.84|1298|932
1518048904.84|1298|928
1518048904.87|1302|939
1518048904.87|1298|936
1518048904.88|1296|933
1518048904.9|1313|921
1518048904.9|1304|942
1518048904.95|1293|946
1518048904.97|1293|946
1518048904.97|1289|948
1518048904.97|1293|946
1518048904.98|1292|943
1518048905.02|1287|944
1518048905.04|1306|934
1518048905.04|1292|934
1518048905.05|1279|950
1518048905.08|1282|948
1518048905.09|1294|941
1518048905.12|1287|932
1518048905.14|1282|932
1518048905.14|1277|926
1518048905.15|1287|929
1518048905.17|1288|928
1518048905.18|1294|926
1518048905.2|1300|927
1518048905.23|1304|926
1518048905.24|1305|919
1518048905.26|1305|919
1518048905.27|1298|921
1518048905.29|1286|931
1518048905.3|1283|938
1518048905.32|1287|939
1518048905.33|1299|937
1518048905.35|1325|961
1518048905.38|1325|972
1518048905.39|1362|983
1518048905.4|1385|979
1518048905.42|1400|983
1518048905.44|1403|985
1518048905.45|1402|990
1518048905.49|1395|992
1518048905.5|1370|995
1518048905.5|1374|1000
1518048905.53|1401|1011
1518048905.54|1399|1017
1518048905.55|1399|1017
1518048905.57|1407|1020
1518048905.58|1471|1011
1518048905.62|1418|1024
1518048905.62|1413|1029
1518048905.65|1403|1017
1518048905.67|1406|1017
1518048905.67|1413|1021
1518048905.7|1408|1020
1518048905.72|1392|991
1518048905.74|1295|886|MCHC>1.543548136e-07
1518048905.75|1313|901
1518048905.75|1304|907
1518048905.76|1307|916
#end
