#timestamp|X|Y|item_name>weight
1518048873.82|1394|936
1518048873.84|1422|919
1518048873.85|1424|918
1518048873.87|1417|925
1518048873.9|1394|935
1518048873.92|1352|942
1518048873.93|1363|931
1518048873.96|1358|908
1518048873.96|1329|893
1518048873.98|1353|869
1518048873.99|1355|873
1518048874.01|1354|896
1518048874.02|1331|902
1518048874.04|1328|903
1518048874.05|1335|890
1518048874.07|1335|898
1518048874.1|1329|901
1518048874.11|1327|898
1518048874.13|1324|900
1518048874.14|1366|882
1518048874.15|1342|869
1518048874.17|1338|873
1518048874.18|1353|874
1518048874.2|1349|878
1518048874.22|1349|897
1518048874.25|1349|899
1518048874.26|1383|897
1518048874.28|1390|892
1518048874.29|1415|890
1518048874.31|1414|889
1518048874.32|1419|868
1518048874.34|1422|892
1518048874.35|1419|875
1518048874.37|1415|873
1518048874.4|1421|892
1518048874.44|1414|889
1518048874.44|1391|903
1518048874.44|1334|883
1518048874.45|1345|887
1518048874.47|1322|873
1518048874.5|1307|882
1518048874.52|1309|874
1518048874.53|1299|870
