#timestamp|X|Y|item_name>weight
1518048881.13|1367|937
1518048881.14|1372|911
1518048881.17|1387|915
1518048881.19|1382|927
1518048881.22|1372|928
1518048881.24|1370|931
1518048881.25|1370|943
1518048881.27|1371|927
1518048881.28|1375|927
1518048881.3|1372|933
1518048881.31|1383|934
1518048881.33|1380|934
1518048881.35|1364|929
1518048881.38|1355|922
1518048881.39|1356|930
1518048881.39|1347|933
1518048881.4|1338|934
1518048881.41|1340|925
1518048881.43|1334|927
1518048881.44|1340|932
1518048881.46|1336|941
1518048881.47|1331|941
1518048881.51|1345|943
1518048881.52|1343|939
1518048881.54|1343|939
1518048881.55|1340|935
1518048881.57|1335|940
1518048881.58|1327|948
1518048881.59|1327|945
1518048881.61|1346|944
1518048881.62|1349|950
1518048881.66|1344|951
1518048881.67|1339|950
#scroll
1518048881.68|1342|938
1518048881.7|1331|954
#scroll
1518048881.71|1354|956
1518048881.73|1368|994
#scroll
1518048881.74|1396|1011
1518048881.76|1390|1014
1518048881.77|1387|1011
#scroll
1518048881.81|1388|1009
#scroll
1518048881.82|1383|1006
#scroll
1518048881.83|1370|1011
#scroll
1518048881.85|1365|1014
1518048881.86|1366|1021
1518048881.88|1364|1018
1518048881.89|1382|1013
1518048881.91|1375|1011
1518048881.92|1371|1017
1518048881.96|1365|1020
1518048881.97|1364|1025
1518048881.99|1364|1013
1518048882.0|1374|1010
1518048882.02|1365|1013
1518048882.03|1365|1016
1518048882.05|1371|1010
1518048882.06|1361|1024
1518048882.08|1379|1022
1518048882.11|1382|1022
1518048882.12|1382|1022
1518048882.14|1386|1023
1518048882.15|1387|1014
1518048882.17|1392|1005
1518048882.18|1378|1013
1518048882.22|1370|1008
1518048882.22|1367|1018
1518048882.22|1375|1020
1518048882.26|1373|1020
1518048882.27|1381|1016
1518048882.29|1375|1023
1518048882.3|1377|1025
1518048882.32|1376|1023
1518048882.33|1370|1033
1518048882.37|1369|1031
1518048882.39|1368|1024
1518048882.39|1368|1030
1518048882.41|1369|1028
1518048882.42|1373|1028
1518048882.43|1381|1021
1518048882.45|1377|1022
1518048882.46|1375|1022
1518048882.48|1375|1019
1518048882.49|1375|1017
1518048882.51|1374|1019
1518048882.53|1377|1016
1518048882.56|1386|990
1518048882.57|1407|974
1518048882.59|1406|962
1518048882.6|1412|961
1518048882.64|1405|939
1518048882.65|1375|873
1518048882.67|1347|855
1518048882.67|1354|851
1518048882.67|1374|833
#end
