#timestamp|X|Y|item_name>weight
1518048893.88|1310|827
1518048893.91|1186|743|HCT>0.0846305849128|MCHC>6.73015168784e-05
1518048893.94|1351|878
1518048893.96|1361|870
1518048893.97|1340|879
1518048893.99|1352|874
1518048893.99|1339|871
1518048894.0|1344|864
1518048894.02|1337|864
1518048894.03|1332|860
1518048894.07|1328|863
1518048894.08|1360|885
1518048894.1|1326|891
1518048894.11|1361|902
1518048894.12|1365|905
1518048894.14|1356|920
1518048894.15|1346|923
1518048894.17|1363|930
1518048894.18|1345|917
1518048894.21|1371|940
1518048894.25|1358|916
1518048894.27|1351|929
1518048894.29|1341|932
1518048894.3|1349|916
1518048894.3|1355|910
1518048894.3|1370|916
1518048894.32|1366|919
1518048894.33|1383|922
1518048894.37|1358|923
1518048894.38|1360|921
1518048894.39|1360|922
1518048894.41|1363|915
1518048894.42|1360|919
1518048894.44|1393|930
1518048894.45|1346|923
1518048894.47|1350|929
1518048894.48|1362|922
1518048894.52|1364|922
1518048894.53|1367|911
1518048894.55|1361|904
1518048894.56|1343|896
1518048894.57|1341|891
1518048894.59|1339|891
1518048894.61|1342|888
1518048894.64|1334|904
1518048894.65|1336|900
1518048894.67|1366|894
