#timestamp|X|Y|item_name>weight
1518048578.3|969|539|LACT>1.2100036985e-07|MG>0.00181604141524|CO2>9.09594315137e-05|CREAT>0.0633670055041
1518048578.32|973|564|LACT>9.60507375589e-06|MG>0.0530837143268|CO2>6.30334212904e-06|CREAT>0.00556869648716
1518048578.33|972|559|LACT>7.11793594413e-06|MG>0.0374334312558|CO2>1.38797630736e-05|CREAT>0.0124825151629
1518048578.33|963|560|LACT>0.000160976443748|MG>0.034779548955|CO2>0.000151541467867|CREAT>0.00812747805185
1518048578.34|959|547|LACT>6.61637336261e-05|MG>0.00687408350552|CO2>0.00111725483308|CREAT>0.0291277234673
1518048578.35|971|538|LACT>1.24582206258e-10|MG>0.00146115248336|CO2>4.99717513637e-05|CREAT>0.0674216014938
1518048578.37|975|547|LACT>1.64398810664e-07|MG>0.00885023847952|CO2>1.11228379157e-05|CREAT>0.0459930196782
1518048578.38|972|540|LACT>6.59637946627e-10|MG>0.00230682284898|CO2>3.55878971487e-05|CREAT>0.0639845371014
1518048578.42|971|534|LACT>2.81523516839e-11|MG>0.000534475087359|CO2>5.15878677333e-05|CREAT>0.0737797009621
1518048578.45|984|544|LACT>1.69511262994e-20|MG>0.00528659253845|CO2>4.72960141564e-07|CREAT>0.0568986919012
1518048578.46|973|553|LACT>1.87808648079e-06|MG>0.0205791516224|CO2>1.66825853352e-05|CREAT>0.0269143251992
1518048578.46|969|558|LACT>1.84189128032e-05|MG>0.0333711360504|CO2>3.63534484006e-05|CREAT>0.0135762623686
1518048578.48|964|549|LACT>2.27079545273e-05|MG>0.0108090142409|CO2>0.000287935959008|CREAT>0.0316976160278
1518048578.49|953|562|LACT>0.00226727653405|MG>0.0237278956127|CO2>0.000928274579967|CREAT>0.00268696202654
1518048578.51|958|548|LACT>0.000104829900262|MG>0.00771135208487|CO2>0.00132331029179|CREAT>0.0253254554978
1518048578.52|957|548|LACT>0.000134268179685|MG>0.00737975946919|CO2>0.00163162960751|CREAT>0.0236528720074
1518048578.54|954|553|LACT>0.00062530453514|MG>0.0120348407264|CO2>0.00210532355156|CREAT>0.0113848668695
1518048578.55|1106|682|PHOS>7.52421677656e-05|MG>8.03700950453e-05|TPROT>0.00133705994106
1518048578.58|1409|965
1518048578.6|1404|971
1518048578.61|1408|957
1518048578.63|1402|958
1518048578.64|1405|955
1518048578.66|1405|966
1518048578.67|1396|967
1518048578.69|1398|968
1518048578.7|1412|963
1518048578.73|1402|961
1518048578.75|1391|948
1518048578.76|1363|946
1518048578.8|1375|946
1518048578.81|1373|938
1518048578.83|1377|935
1518048578.84|1385|936
1518048578.86|1373|939
1518048578.87|1367|939
1518048578.88|1366|942
1518048578.9|1343|927
1518048578.91|1345|928
1518048578.93|1346|924
1518048578.94|1359|939
1518048578.96|1358|940
1518048578.97|1358|930
1518048578.99|1364|929
1518048579.02|1362|947
1518048579.04|1368|942
1518048579.05|1365|944
1518048579.06|1355|950
1518048579.08|1344|934
1518048579.09|1344|931
1518048579.1|1360|935
#end
